,cost,numRoom,NameRoom,square,squareKitchen,floor,repair,warmFloor,SellingMethod,ceilingHeight,livingSpace,Appliances,Balcony,Furniture,Toilet,TransactionType,TypeRoom,name,district,districtName,typeHome,yearBuilding,floorInHome,passengerElevator,freightElevator,nameHome,frame,officialDeveloper,participationType,deadLine,inHome,parking,yard
111,1590000,1,1,23.0,5.0,1,Дизайнерский,Нет,Свободная,,,,,Кухня,Совмещенный,Возможна ипотека,,"Пермь, шоссе Космонавтов, 330",,,,,,,,,,,,,,,
112,3900000,2,2,44.9,6.1,9,Косметический,Нет,Свободная,,27.3,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"Пермь, шоссе Космонавтов, 72",,,,,,,,,,,,,,,
113,3020000,2,2,43.5,6.0,3,Косметический,Нет,Свободная,,30.0,,Балкон,,Совмещенный,Возможна ипотека,Смежные,"Пермь, Ямпольская улица, 14Б",,,,,,,,,,,,,,,
114,6123469,3,3,79.6,17.4,8,,Нет,,,39.1,,Балкон,,Раздельный,,Изолированные,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
115,3699081,1,1,33.7,8.6,2,,Нет,,,16.5,,Балкон,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
116,5366705,2,2,57.5,11.8,4,,Нет,,,30.5,,Балкон,,Раздельный,,Изолированные,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
117,4103013,1,1,40.2,8.4,4,,Нет,,,22.9,,Балкон,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
118,3750000,1,1,42.0,9.0,5,,,Договор долевого участия,,23.0,,Балкон,,Раздельный,Возможна ипотека,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
119,2910000,1,1,30.0,9.0,4,,,,,16.0,,Балкон,,Раздельный,Возможна ипотека,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
120,2990000,1,1,37.0,8.7,8,,,Переуступка,2.7,16.5,,Лоджия,,Раздельный,Возможна ипотека,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
121,5643036,2,2,54.1,8.7,1,,,,,29.3,,,,Раздельный,,Изолированные,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
122,3500000,1,1,36.6,8.6,8,,Нет,Переуступка,,16.0,,Балкон,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
123,4095360,1,1,40.0,8.3,1,,,,,22.9,,Балкон,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
124,3856816,1,1,39.7,8.3,8,,,,,22.5,,Балкон,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
125,6090774,3,3,79.4,17.5,8,,,,,39.4,,Балкон,,Раздельный,,Изолированные,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
126,3278588,1,1,33.6,8.4,1,,,,,16.3,,,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
127,6090716,3,3,79.3,17.3,6,,,,,39.1,,Балкон,,Раздельный,,Изолированные,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
128,3549749,1,1,33.6,8.5,9,,,,,16.4,,Балкон,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
129,6699858,3,3,79.1,17.3,8,,,,,39.2,,Балкон,,Раздельный,,Изолированные,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
130,3856800,1,1,40.0,8.4,8,,Нет,,,22.9,,Балкон,,Раздельный,,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
131,3699999,2,2,35.4,5.0,1,,,Переуступка,,25.4,,Балкон,,Совмещенный,Возможна ипотека,,"с. Фролы, ул. Весенняя, д. 38/1",,,Панельный,,9.0,1,нет,ЖК «Белые росы»,"Дом 38, корп. 2 (поз. 6.2)",ООО «Специализированный Застройщик Финпроект»,другое,сдан,,,
132,4250000,1,1,39.7,,18,,,Переуступка,,,,Лоджия,,Совмещенный,,,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
133,7100000,3,3,64.8,20.7,6,,,Договор долевого участия,,28.1,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
134,5200000,2,2,48.0,24.1,18,,,Переуступка,,13.4,,Балкон,,Совмещенный,Возможна ипотека,Смежные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
135,4300000,1,1,39.6,10.5,15,,,Переуступка,,16.9,,Лоджия,,Совмещенный,,,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
136,4500000,2,2,41.8,19.6,16,,,Переуступка,,12.3,,Балкон,,Совмещенный,Возможна ипотека,Смежные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
137,4400000,2,2,41.8,19.6,5,,,Переуступка,3.0,12.3,,Балкон,,Совмещенный,Возможна ипотека,Изолированные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
138,5990000,2,2,53.3,23.1,3,,,,,,,Балкон,,,,Изолированные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
139,4850000,2,2,48.0,24.0,9,,,Переуступка,,,,Балкон,,Совмещенный,,Изолированные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
140,4300000,1,1,39.6,10.5,17,,,Переуступка,,16.9,,Балкон,,Совмещенный,Возможна ипотека,,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
141,8877000,3,3,80.7,12.5,2,,Нет,,2.7,42.7,,,,Раздельный,,Изолированные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
142,5500000,2,2,54.8,22.0,7,,,,,,,Балкон,,,,Изолированные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
143,5390000,2,2,55.4,10.0,6,,,,,35.0,,Лоджия,,Совмещенный,Возможна ипотека,Смежные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
144,5350000,2,2,55.2,23.1,4,,,Переуступка,,,,Балкон,,Совмещенный,Возможна ипотека,Изолированные,"ул. Барамзиной, д. 38",5.0,р-н Дзержинский,Монолитный,,24.0,2,1,ЖК «Танго»,,ООО «Специализированный застройщик «Этто»,другое,сдан,,,
